"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4713","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Sat May 16 04:24:07 UTC 2026","passed","Sat May 16 04:24:12 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3752","TC-REG-001: Should register a new user account successfully","chromium","Sat May 16 04:23:45 UTC 2026","passed","Sat May 16 04:23:48 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","5520","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Sat May 16 04:23:29 UTC 2026","passed","Sat May 16 04:23:35 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","5870","TC-REG-001: Should register a new user account successfully","webkit","Sat May 16 04:24:20 UTC 2026","passed","Sat May 16 04:24:26 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1902","TC-REG-002: Should show error when registering with an existing email","firefox","Sat May 16 04:23:55 UTC 2026","passed","Sat May 16 04:23:57 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","9698","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Sat May 16 04:23:57 UTC 2026","passed","Sat May 16 04:24:07 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","8613","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Sat May 16 04:23:35 UTC 2026","passed","Sat May 16 04:23:44 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"","2475","Authenticate: Login with test account from .env","setup","Sat May 16 04:23:54 UTC 2026","passed","Sat May 16 04:23:57 UTC 2026","","auth/auth.setup.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2178","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Sat May 16 04:24:16 UTC 2026","passed","Sat May 16 04:24:18 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1521","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Sat May 16 04:23:47 UTC 2026","passed","Sat May 16 04:23:49 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","4176","TC-REG-001: Should register a new user account successfully","firefox","Sat May 16 04:23:50 UTC 2026","passed","Sat May 16 04:23:55 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3011","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Sat May 16 04:24:12 UTC 2026","passed","Sat May 16 04:24:15 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","13719","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Sat May 16 04:24:11 UTC 2026","passed","Sat May 16 04:24:25 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1471","TC-REG-002: Should show error when registering with an existing email","chromium","Sat May 16 04:23:49 UTC 2026","passed","Sat May 16 04:23:50 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1599","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Sat May 16 04:23:41 UTC 2026","passed","Sat May 16 04:23:43 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8387","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Sat May 16 04:23:57 UTC 2026","passed","Sat May 16 04:24:06 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1403","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Sat May 16 04:23:43 UTC 2026","passed","Sat May 16 04:23:44 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","6508","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Sat May 16 04:23:37 UTC 2026","passed","Sat May 16 04:23:43 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2398","TC-REG-002: Should show error when registering with an existing email","webkit","Sat May 16 04:24:26 UTC 2026","passed","Sat May 16 04:24:29 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","4185","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Sat May 16 04:23:29 UTC 2026","passed","Sat May 16 04:23:34 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2243","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Sat May 16 04:23:38 UTC 2026","passed","Sat May 16 04:23:40 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4428","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Sat May 16 04:23:34 UTC 2026","passed","Sat May 16 04:23:38 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1503","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Sat May 16 04:23:49 UTC 2026","passed","Sat May 16 04:23:50 UTC 2026","User Login","login/login.spec.ts","",""
