"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1885","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Sat Apr 18 10:33:09 UTC 2026","passed","Sat Apr 18 10:33:11 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2602","TC-REG-002: Should show error when registering with an existing email","chromium","Sat Apr 18 10:33:18 UTC 2026","passed","Sat Apr 18 10:33:21 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8479","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Sat Apr 18 10:33:24 UTC 2026","passed","Sat Apr 18 10:33:32 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","6257","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Sat Apr 18 10:32:52 UTC 2026","passed","Sat Apr 18 10:32:59 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"","4590","Authenticate: Login with test account from .env","setup","Sat Apr 18 10:33:19 UTC 2026","passed","Sat Apr 18 10:33:23 UTC 2026","","auth/auth.setup.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","7296","TC-REG-001: Should register a new user account successfully","chromium","Sat Apr 18 10:33:11 UTC 2026","passed","Sat Apr 18 10:33:18 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","7791","TC-REG-001: Should register a new user account successfully","firefox","Sat Apr 18 10:33:09 UTC 2026","passed","Sat Apr 18 10:33:17 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2210","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Sat Apr 18 10:33:04 UTC 2026","passed","Sat Apr 18 10:33:07 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","7227","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Sat Apr 18 10:33:02 UTC 2026","passed","Sat Apr 18 10:33:09 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","4160","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Sat Apr 18 10:33:02 UTC 2026","passed","Sat Apr 18 10:33:06 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","10591","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Sat Apr 18 10:33:22 UTC 2026","passed","Sat Apr 18 10:33:32 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
