"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1539","TC-REG-002: Should show error when registering with an existing email","chromium","Sat May 02 04:15:39 UTC 2026","passed","Sat May 02 04:15:40 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","9017","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Sat May 02 04:15:06 UTC 2026","passed","Sat May 02 04:15:15 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"","2699","Authenticate: Login with test account from .env","setup","Sat May 02 04:15:02 UTC 2026","passed","Sat May 02 04:15:05 UTC 2026","","auth/auth.setup.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","11347","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Sat May 02 04:15:11 UTC 2026","passed","Sat May 02 04:15:23 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6188","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Sat May 02 04:15:38 UTC 2026","passed","Sat May 02 04:15:44 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3197","TC-REG-001: Should register a new user account successfully","firefox","Sat May 02 04:15:55 UTC 2026","passed","Sat May 02 04:15:59 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","2490","TC-REG-001: Should register a new user account successfully","chromium","Sat May 02 04:15:36 UTC 2026","passed","Sat May 02 04:15:39 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3110","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Sat May 02 04:15:49 UTC 2026","passed","Sat May 02 04:15:52 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","5254","TC-REG-001: Should register a new user account successfully","webkit","Sat May 02 04:15:37 UTC 2026","passed","Sat May 02 04:15:42 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","7243","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Sat May 02 04:14:54 UTC 2026","passed","Sat May 02 04:15:01 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","872","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Sat May 02 04:15:34 UTC 2026","passed","Sat May 02 04:15:35 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4047","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Sat May 02 04:15:27 UTC 2026","passed","Sat May 02 04:15:32 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","4829","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Sat May 02 04:15:21 UTC 2026","passed","Sat May 02 04:15:26 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
