"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","5610","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Sun Apr 19 04:12:11 UTC 2026","passed","Sun Apr 19 04:12:17 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","3422","TC-REG-002: Should show error when registering with an existing email","webkit","Sun Apr 19 04:12:30 UTC 2026","passed","Sun Apr 19 04:12:34 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","15860","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Sun Apr 19 04:11:15 UTC 2026","passed","Sun Apr 19 04:11:31 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","12270","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Sun Apr 19 04:11:13 UTC 2026","passed","Sun Apr 19 04:11:25 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","7339","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Sun Apr 19 04:11:10 UTC 2026","passed","Sun Apr 19 04:11:18 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1686","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Sun Apr 19 04:11:18 UTC 2026","passed","Sun Apr 19 04:11:20 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","7548","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Sun Apr 19 04:11:22 UTC 2026","passed","Sun Apr 19 04:11:29 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","6659","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Sun Apr 19 04:11:04 UTC 2026","passed","Sun Apr 19 04:11:11 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2437","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Sun Apr 19 04:12:17 UTC 2026","passed","Sun Apr 19 04:12:20 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2052","TC-REG-002: Should show error when registering with an existing email","firefox","Sun Apr 19 04:11:35 UTC 2026","passed","Sun Apr 19 04:11:37 UTC 2026","User Registration","register/register.spec.ts","",""
