"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","21275","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Tue Apr 28 04:30:02 UTC 2026","passed","Tue Apr 28 04:30:24 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","12313","TC-REG-001: Should register a new user account successfully","webkit","Tue Apr 28 04:30:21 UTC 2026","passed","Tue Apr 28 04:30:33 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","14471","TC-REG-001: Should register a new user account successfully","firefox","Tue Apr 28 04:30:09 UTC 2026","passed","Tue Apr 28 04:30:24 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","6711","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Tue Apr 28 04:29:55 UTC 2026","passed","Tue Apr 28 04:30:01 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","9976","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Tue Apr 28 04:29:41 UTC 2026","passed","Tue Apr 28 04:29:51 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","5172","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Tue Apr 28 04:30:15 UTC 2026","passed","Tue Apr 28 04:30:21 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6293","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Tue Apr 28 04:29:34 UTC 2026","passed","Tue Apr 28 04:29:40 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","7435","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Tue Apr 28 04:29:41 UTC 2026","passed","Tue Apr 28 04:29:49 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","5207","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Tue Apr 28 04:30:03 UTC 2026","passed","Tue Apr 28 04:30:09 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","15214","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Tue Apr 28 04:29:54 UTC 2026","passed","Tue Apr 28 04:30:09 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","6749","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Tue Apr 28 04:30:12 UTC 2026","passed","Tue Apr 28 04:30:19 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","3533","TC-REG-002: Should show error when registering with an existing email","webkit","Tue Apr 28 04:30:34 UTC 2026","passed","Tue Apr 28 04:30:38 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","9986","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Tue Apr 28 04:29:44 UTC 2026","passed","Tue Apr 28 04:29:54 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","5598","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Tue Apr 28 04:30:10 UTC 2026","passed","Tue Apr 28 04:30:15 UTC 2026","User Login","login/login.spec.ts","",""
