"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2596","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","2026-07-17","passed","2026-07-17","User Login","login/login.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2495","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","2026-07-17","passed","2026-07-17","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1434","TC-REG-002: Should show error when registering with an existing email","chromium","2026-07-17","passed","2026-07-17","User Registration","register/register.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","2949","TC-REG-001: Should register a new user account successfully","chromium","2026-07-17","passed","2026-07-17","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1135","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","2026-07-17","passed","2026-07-17","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","7394","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","2026-07-17","passed","2026-07-17","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2060","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","2026-07-17","passed","2026-07-17","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","12431","TC-CART-001: Should add 2 products to cart and verify their details","webkit","2026-07-17","passed","2026-07-17","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4587","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","2026-07-17","passed","2026-07-17","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2087","TC-REG-002: Should show error when registering with an existing email","firefox","2026-07-17","passed","2026-07-17","User Registration","register/register.spec.ts","",""
"","2557","Authenticate: Login with test account from .env","setup","2026-07-17","passed","2026-07-17","","auth/auth.setup.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3519","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","2026-07-17","passed","2026-07-17","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","17471","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","2026-07-17","passed","2026-07-17","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","5894","TC-CART-001: Should add 2 products to cart and verify their details","firefox","2026-07-17","passed","2026-07-17","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4993","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","2026-07-17","passed","2026-07-17","Add Product To Cart","cart/cart.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8914","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","2026-07-17","passed","2026-07-17","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","6579","TC-REG-001: Should register a new user account successfully","webkit","2026-07-17","passed","2026-07-17","User Registration","register/register.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3885","TC-REG-001: Should register a new user account successfully","firefox","2026-07-17","passed","2026-07-17","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1672","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","2026-07-17","passed","2026-07-17","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2833","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","2026-07-17","passed","2026-07-17","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","3002","TC-REG-002: Should show error when registering with an existing email","webkit","2026-07-17","passed","2026-07-17","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5689","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","2026-07-17","passed","2026-07-17","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1464","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","2026-07-17","passed","2026-07-17","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1051","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","2026-07-17","passed","2026-07-17","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","3918","TC-CART-001: Should add 2 products to cart and verify their details","chromium","2026-07-17","passed","2026-07-17","Add Product To Cart","cart/cart.spec.ts","",""
