"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3161","TC-REG-001: Should register a new user account successfully","chromium","Sat Apr 18 11:07:55 UTC 2026","passed","Sat Apr 18 11:07:58 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3475","TC-REG-001: Should register a new user account successfully","firefox","Sat Apr 18 11:08:07 UTC 2026","passed","Sat Apr 18 11:08:10 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5683","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Sat Apr 18 11:07:49 UTC 2026","passed","Sat Apr 18 11:07:55 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","3379","TC-REG-002: Should show error when registering with an existing email","webkit","Sat Apr 18 11:08:11 UTC 2026","passed","Sat Apr 18 11:08:15 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","3970","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Sat Apr 18 11:07:40 UTC 2026","passed","Sat Apr 18 11:07:44 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","4101","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Sat Apr 18 11:07:53 UTC 2026","passed","Sat Apr 18 11:07:57 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","12675","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Sat Apr 18 11:07:52 UTC 2026","passed","Sat Apr 18 11:08:04 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1803","TC-REG-002: Should show error when registering with an existing email","chromium","Sat Apr 18 11:07:59 UTC 2026","passed","Sat Apr 18 11:08:00 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3992","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Sat Apr 18 11:07:55 UTC 2026","passed","Sat Apr 18 11:07:59 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2397","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Sat Apr 18 11:08:00 UTC 2026","passed","Sat Apr 18 11:08:02 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1800","TC-REG-002: Should show error when registering with an existing email","firefox","Sat Apr 18 11:08:10 UTC 2026","passed","Sat Apr 18 11:08:12 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2719","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Sat Apr 18 11:08:02 UTC 2026","passed","Sat Apr 18 11:08:05 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","6654","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Sat Apr 18 11:07:52 UTC 2026","passed","Sat Apr 18 11:07:58 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","3919","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Sat Apr 18 11:07:58 UTC 2026","passed","Sat Apr 18 11:08:01 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
