"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3403","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Sun May 10 04:40:28 UTC 2026","passed","Sun May 10 04:40:31 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2596","TC-REG-002: Should show error when registering with an existing email","webkit","Sun May 10 04:40:41 UTC 2026","passed","Sun May 10 04:40:44 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4150","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Sun May 10 04:39:47 UTC 2026","passed","Sun May 10 04:39:52 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","4712","TC-REG-001: Should register a new user account successfully","webkit","Sun May 10 04:40:36 UTC 2026","passed","Sun May 10 04:40:41 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5196","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Sun May 10 04:39:35 UTC 2026","passed","Sun May 10 04:39:40 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","1957","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Sun May 10 04:39:52 UTC 2026","passed","Sun May 10 04:39:54 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","6942","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Sun May 10 04:40:20 UTC 2026","passed","Sun May 10 04:40:27 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3908","TC-REG-001: Should register a new user account successfully","firefox","Sun May 10 04:39:48 UTC 2026","passed","Sun May 10 04:39:51 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","6843","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Sun May 10 04:39:44 UTC 2026","passed","Sun May 10 04:39:51 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1577","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Sun May 10 04:39:46 UTC 2026","passed","Sun May 10 04:39:47 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3211","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Sun May 10 04:39:40 UTC 2026","passed","Sun May 10 04:39:44 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","3878","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Sun May 10 04:39:42 UTC 2026","passed","Sun May 10 04:39:46 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1898","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Sun May 10 04:39:54 UTC 2026","passed","Sun May 10 04:39:56 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2177","TC-REG-002: Should show error when registering with an existing email","firefox","Sun May 10 04:39:52 UTC 2026","passed","Sun May 10 04:39:54 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","7965","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Sun May 10 04:39:40 UTC 2026","passed","Sun May 10 04:39:48 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2236","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Sun May 10 04:40:32 UTC 2026","passed","Sun May 10 04:40:34 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2077","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Sun May 10 04:40:34 UTC 2026","passed","Sun May 10 04:40:36 UTC 2026","User Login","login/login.spec.ts","",""
"","3331","Authenticate: Login with test account from .env","setup","Sun May 10 04:39:40 UTC 2026","passed","Sun May 10 04:39:43 UTC 2026","","auth/auth.setup.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","2542","TC-REG-001: Should register a new user account successfully","chromium","Sun May 10 04:39:58 UTC 2026","passed","Sun May 10 04:40:00 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1654","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Sun May 10 04:39:44 UTC 2026","passed","Sun May 10 04:39:46 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1619","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Sun May 10 04:39:56 UTC 2026","passed","Sun May 10 04:39:58 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6024","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Sun May 10 04:39:29 UTC 2026","passed","Sun May 10 04:39:35 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1638","TC-REG-002: Should show error when registering with an existing email","chromium","Sun May 10 04:40:00 UTC 2026","passed","Sun May 10 04:40:02 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8675","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Sun May 10 04:40:18 UTC 2026","passed","Sun May 10 04:40:26 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
