"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2356","TC-REG-002: Should show error when registering with an existing email","firefox","Thu Apr 30 04:28:15 UTC 2026","passed","Thu Apr 30 04:28:18 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","8122","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Thu Apr 30 04:27:46 UTC 2026","passed","Thu Apr 30 04:27:54 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","13106","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Thu Apr 30 04:28:26 UTC 2026","passed","Thu Apr 30 04:28:39 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","7916","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Thu Apr 30 04:28:22 UTC 2026","passed","Thu Apr 30 04:28:30 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","9148","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Thu Apr 30 04:27:59 UTC 2026","passed","Thu Apr 30 04:28:08 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","4627","TC-REG-001: Should register a new user account successfully","firefox","Thu Apr 30 04:28:11 UTC 2026","passed","Thu Apr 30 04:28:15 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6627","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Thu Apr 30 04:27:38 UTC 2026","passed","Thu Apr 30 04:27:44 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","13016","TC-REG-001: Should register a new user account successfully","chromium","Thu Apr 30 04:28:11 UTC 2026","passed","Thu Apr 30 04:28:24 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","13262","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Thu Apr 30 04:27:48 UTC 2026","passed","Thu Apr 30 04:28:01 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","8289","TC-REG-001: Should register a new user account successfully","webkit","Thu Apr 30 04:28:51 UTC 2026","passed","Thu Apr 30 04:28:59 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5673","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Thu Apr 30 04:28:25 UTC 2026","passed","Thu Apr 30 04:28:30 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","12035","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Thu Apr 30 04:27:57 UTC 2026","passed","Thu Apr 30 04:28:09 UTC 2026","User Login","login/login.spec.ts","",""
"","2612","Authenticate: Login with test account from .env","setup","Thu Apr 30 04:28:19 UTC 2026","passed","Thu Apr 30 04:28:22 UTC 2026","","auth/auth.setup.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","11489","TC-REG-002: Should show error when registering with an existing email","webkit","Thu Apr 30 04:29:00 UTC 2026","passed","Thu Apr 30 04:29:12 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","8185","TC-REG-002: Should show error when registering with an existing email","chromium","Thu Apr 30 04:28:24 UTC 2026","passed","Thu Apr 30 04:28:32 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2275","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Thu Apr 30 04:28:34 UTC 2026","passed","Thu Apr 30 04:28:36 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2349","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Thu Apr 30 04:27:54 UTC 2026","passed","Thu Apr 30 04:27:56 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","4471","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Thu Apr 30 04:28:01 UTC 2026","passed","Thu Apr 30 04:28:06 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6866","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Thu Apr 30 04:27:41 UTC 2026","passed","Thu Apr 30 04:27:47 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3039","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Thu Apr 30 04:28:30 UTC 2026","passed","Thu Apr 30 04:28:33 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2262","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Thu Apr 30 04:28:36 UTC 2026","passed","Thu Apr 30 04:28:38 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2048","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Thu Apr 30 04:28:06 UTC 2026","passed","Thu Apr 30 04:28:08 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1871","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Thu Apr 30 04:28:08 UTC 2026","passed","Thu Apr 30 04:28:10 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6097","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Thu Apr 30 04:28:18 UTC 2026","passed","Thu Apr 30 04:28:24 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1870","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Thu Apr 30 04:28:09 UTC 2026","passed","Thu Apr 30 04:28:11 UTC 2026","User Login","login/login.spec.ts","",""
