"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6183","TC-CART-001: Should add 2 products to cart and verify their details","firefox","2026-06-09","failed","2026-06-09","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","7220","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","2026-06-09","passed","2026-06-09","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","5336","TC-CART-001: Should add 2 products to cart and verify their details","chromium","2026-06-09","failed","2026-06-09","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5519","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","2026-06-09","failed","2026-06-09","Add Product To Cart","cart/cart.spec.ts","",""
"","0","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","2026-06-09","skipped","2026-06-09","User Login","login/login.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","7159","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","2026-06-09","passed","2026-06-09","Add Product To Cart","cart/cart.spec.ts","",""
"","0","TC-REG-002: Should show error when registering with an existing email","chromium","2026-06-09","skipped","2026-06-09","User Registration","register/register.spec.ts","",""
"","21345","TC-REG-001: Should register a new user account successfully","firefox","2026-06-09","failed","2026-06-09","User Registration","register/register.spec.ts","",""
"","0","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","2026-06-09","skipped","2026-06-09","User Login","login/login.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","6177","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","2026-06-09","failed","2026-06-09","Add Product To Cart","cart/cart.spec.ts","",""
"","0","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","2026-06-09","skipped","2026-06-09","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2552","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","2026-06-09","passed","2026-06-09","User Login","login/login.spec.ts","",""
"","17758","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","2026-06-09","failed","2026-06-09","User Login","login/login.spec.ts","",""
"","1","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","2026-06-09","skipped","2026-06-09","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","7230","TC-CART-001: Should add 2 products to cart and verify their details","webkit","2026-06-09","passed","2026-06-09","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","3153","TC-REG-002: Should show error when registering with an existing email","webkit","2026-06-09","passed","2026-06-09","User Registration","register/register.spec.ts","",""
"","1","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","2026-06-09","failed","2026-06-09","User Login","login/login.spec.ts","",""
"","1","TC-REG-002: Should show error when registering with an existing email","firefox","2026-06-09","skipped","2026-06-09","User Registration","register/register.spec.ts","",""
"","10330","Authenticate: Login with test account from .env","setup","2026-06-09","failed","2026-06-09","","auth/auth.setup.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","7909","TC-REG-001: Should register a new user account successfully","webkit","2026-06-09","passed","2026-06-09","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2887","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","2026-06-09","passed","2026-06-09","User Login","login/login.spec.ts","",""
"","20920","TC-REG-001: Should register a new user account successfully","chromium","2026-06-09","failed","2026-06-09","User Registration","register/register.spec.ts","",""
