"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","4869","TC-REG-002: Should show error when registering with an existing email","chromium","Sat May 23 04:32:57 UTC 2026","passed","Sat May 23 04:33:01 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2133","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Sat May 23 04:34:23 UTC 2026","passed","Sat May 23 04:34:25 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2318","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Sat May 23 04:34:25 UTC 2026","passed","Sat May 23 04:34:27 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","5816","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Sat May 23 04:33:00 UTC 2026","passed","Sat May 23 04:33:06 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2745","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Sat May 23 04:32:46 UTC 2026","passed","Sat May 23 04:32:49 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","9078","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Sat May 23 04:33:03 UTC 2026","passed","Sat May 23 04:33:12 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","4086","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Sat May 23 04:34:18 UTC 2026","passed","Sat May 23 04:34:22 UTC 2026","User Login","login/login.spec.ts","",""
"","2254","Authenticate: Login with test account from .env","setup","Sat May 23 04:33:06 UTC 2026","passed","Sat May 23 04:33:08 UTC 2026","","auth/auth.setup.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2955","TC-REG-002: Should show error when registering with an existing email","webkit","Sat May 23 04:34:34 UTC 2026","passed","Sat May 23 04:34:37 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2776","TC-REG-002: Should show error when registering with an existing email","firefox","Sat May 23 04:33:15 UTC 2026","passed","Sat May 23 04:33:18 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4460","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Sat May 23 04:32:41 UTC 2026","passed","Sat May 23 04:32:46 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","5953","TC-REG-001: Should register a new user account successfully","webkit","Sat May 23 04:34:27 UTC 2026","passed","Sat May 23 04:34:33 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1627","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Sat May 23 04:33:09 UTC 2026","passed","Sat May 23 04:33:11 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","3848","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Sat May 23 04:32:37 UTC 2026","passed","Sat May 23 04:32:41 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","5648","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Sat May 23 04:32:49 UTC 2026","passed","Sat May 23 04:32:55 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","7492","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Sat May 23 04:32:58 UTC 2026","passed","Sat May 23 04:33:05 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","16858","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Sat May 23 04:33:08 UTC 2026","passed","Sat May 23 04:33:25 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1449","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Sat May 23 04:32:52 UTC 2026","passed","Sat May 23 04:32:53 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3050","TC-REG-001: Should register a new user account successfully","chromium","Sat May 23 04:32:53 UTC 2026","passed","Sat May 23 04:32:56 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1947","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Sat May 23 04:33:07 UTC 2026","passed","Sat May 23 04:33:09 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","6919","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Sat May 23 04:34:11 UTC 2026","passed","Sat May 23 04:34:18 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4744","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Sat May 23 04:32:56 UTC 2026","passed","Sat May 23 04:33:00 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","4070","TC-REG-001: Should register a new user account successfully","firefox","Sat May 23 04:33:11 UTC 2026","passed","Sat May 23 04:33:15 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2335","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Sat May 23 04:32:49 UTC 2026","passed","Sat May 23 04:32:52 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6444","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Sat May 23 04:33:32 UTC 2026","passed","Sat May 23 04:33:39 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
