"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4709","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Sat Apr 18 11:27:23 UTC 2026","passed","Sat Apr 18 11:27:27 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3790","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Sat Apr 18 11:27:24 UTC 2026","passed","Sat Apr 18 11:27:28 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1168","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Sat Apr 18 11:27:23 UTC 2026","passed","Sat Apr 18 11:27:24 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2572","TC-REG-002: Should show error when registering with an existing email","chromium","Sat Apr 18 11:27:28 UTC 2026","passed","Sat Apr 18 11:27:31 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2116","TC-REG-002: Should show error when registering with an existing email","firefox","Sat Apr 18 11:27:38 UTC 2026","passed","Sat Apr 18 11:27:40 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","4230","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Sat Apr 18 11:27:07 UTC 2026","passed","Sat Apr 18 11:27:12 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","6183","TC-REG-001: Should register a new user account successfully","webkit","Sat Apr 18 11:27:34 UTC 2026","passed","Sat Apr 18 11:27:40 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2916","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Sat Apr 18 11:27:31 UTC 2026","passed","Sat Apr 18 11:27:34 UTC 2026","User Login","login/login.spec.ts","",""
"","2429","Authenticate: Login with test account from .env","setup","Sat Apr 18 11:27:29 UTC 2026","passed","Sat Apr 18 11:27:32 UTC 2026","","auth/auth.setup.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5541","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Sat Apr 18 11:27:18 UTC 2026","passed","Sat Apr 18 11:27:24 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2470","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Sat Apr 18 11:27:29 UTC 2026","passed","Sat Apr 18 11:27:31 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","8098","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Sat Apr 18 11:27:10 UTC 2026","passed","Sat Apr 18 11:27:18 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8731","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Sat Apr 18 11:27:32 UTC 2026","passed","Sat Apr 18 11:27:41 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3785","TC-REG-001: Should register a new user account successfully","firefox","Sat Apr 18 11:27:34 UTC 2026","passed","Sat Apr 18 11:27:38 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","5267","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Sat Apr 18 11:27:17 UTC 2026","passed","Sat Apr 18 11:27:22 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3813","TC-REG-001: Should register a new user account successfully","chromium","Sat Apr 18 11:27:24 UTC 2026","passed","Sat Apr 18 11:27:28 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","14657","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Sat Apr 18 11:27:17 UTC 2026","passed","Sat Apr 18 11:27:31 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1658","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Sat Apr 18 11:27:31 UTC 2026","passed","Sat Apr 18 11:27:32 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2647","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Sat Apr 18 11:27:27 UTC 2026","passed","Sat Apr 18 11:27:30 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","6608","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Sat Apr 18 11:27:16 UTC 2026","passed","Sat Apr 18 11:27:23 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5681","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Sat Apr 18 11:27:12 UTC 2026","passed","Sat Apr 18 11:27:18 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1734","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Sat Apr 18 11:27:32 UTC 2026","passed","Sat Apr 18 11:27:34 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2578","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Sat Apr 18 11:27:18 UTC 2026","passed","Sat Apr 18 11:27:20 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2695","TC-REG-002: Should show error when registering with an existing email","webkit","Sat Apr 18 11:27:40 UTC 2026","passed","Sat Apr 18 11:27:43 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1802","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Sat Apr 18 11:27:21 UTC 2026","passed","Sat Apr 18 11:27:23 UTC 2026","User Login","login/login.spec.ts","",""
