"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2256","TC-REG-002: Should show error when registering with an existing email","firefox","Wed May 06 04:29:37 UTC 2026","passed","Wed May 06 04:29:39 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2128","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Wed May 06 04:43:42 UTC 2026","passed","Wed May 06 04:43:44 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2897","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Wed May 06 04:43:38 UTC 2026","passed","Wed May 06 04:43:41 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4737","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Wed May 06 04:29:20 UTC 2026","passed","Wed May 06 04:29:25 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","4601","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Wed May 06 04:29:31 UTC 2026","passed","Wed May 06 04:29:35 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2304","TC-REG-002: Should show error when registering with an existing email","webkit","Wed May 06 04:43:51 UTC 2026","passed","Wed May 06 04:43:54 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1501","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Wed May 06 04:29:46 UTC 2026","passed","Wed May 06 04:29:48 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1572","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Wed May 06 04:29:48 UTC 2026","passed","Wed May 06 04:29:49 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6936","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Wed May 06 04:43:26 UTC 2026","passed","Wed May 06 04:43:33 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","4049","TC-REG-001: Should register a new user account successfully","firefox","Wed May 06 04:29:33 UTC 2026","passed","Wed May 06 04:29:37 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5015","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Wed May 06 04:29:35 UTC 2026","passed","Wed May 06 04:29:40 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1527","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Wed May 06 04:29:29 UTC 2026","passed","Wed May 06 04:29:31 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2037","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Wed May 06 04:43:44 UTC 2026","passed","Wed May 06 04:43:46 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3324","TC-REG-001: Should register a new user account successfully","chromium","Wed May 06 04:29:50 UTC 2026","passed","Wed May 06 04:29:53 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5025","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Wed May 06 04:43:33 UTC 2026","passed","Wed May 06 04:43:38 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","4996","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Wed May 06 04:29:40 UTC 2026","passed","Wed May 06 04:29:45 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","5047","TC-REG-001: Should register a new user account successfully","webkit","Wed May 06 04:43:46 UTC 2026","passed","Wed May 06 04:43:51 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","6860","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Wed May 06 04:29:47 UTC 2026","passed","Wed May 06 04:29:54 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"","6354","Authenticate: Login with test account from .env","setup","Wed May 06 04:29:40 UTC 2026","passed","Wed May 06 04:29:46 UTC 2026","","auth/auth.setup.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","5170","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Wed May 06 04:29:15 UTC 2026","passed","Wed May 06 04:29:20 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1641","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Wed May 06 04:29:31 UTC 2026","passed","Wed May 06 04:29:32 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3182","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Wed May 06 04:29:25 UTC 2026","passed","Wed May 06 04:29:28 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1541","TC-REG-002: Should show error when registering with an existing email","chromium","Wed May 06 04:29:53 UTC 2026","passed","Wed May 06 04:29:55 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","11547","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Wed May 06 04:29:30 UTC 2026","passed","Wed May 06 04:29:42 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","14588","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Wed May 06 04:29:36 UTC 2026","passed","Wed May 06 04:29:50 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
