"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2658","Authenticate: Login with test account from .env","setup","Wed May 13 04:53:27 UTC 2026","passed","Wed May 13 04:53:30 UTC 2026","","auth/auth.setup.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1222","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Wed May 13 04:38:27 UTC 2026","passed","Wed May 13 04:38:28 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","5714","TC-REG-001: Should register a new user account successfully","webkit","Wed May 13 04:43:20 UTC 2026","passed","Wed May 13 04:43:26 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2516","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Wed May 13 04:59:14 UTC 2026","passed","Wed May 13 04:59:17 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","4872","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Wed May 13 04:59:03 UTC 2026","passed","Wed May 13 04:59:07 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2030","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Wed May 13 04:38:23 UTC 2026","passed","Wed May 13 04:38:25 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","6909","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Wed May 13 04:39:24 UTC 2026","passed","Wed May 13 04:39:31 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2312","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Wed May 13 04:43:14 UTC 2026","passed","Wed May 13 04:43:16 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","3778","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Wed May 13 04:38:14 UTC 2026","passed","Wed May 13 04:38:18 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5184","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Wed May 13 04:43:04 UTC 2026","passed","Wed May 13 04:43:10 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","2860","TC-REG-001: Should register a new user account successfully","chromium","Wed May 13 04:38:28 UTC 2026","passed","Wed May 13 04:38:31 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","9386","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Wed May 13 04:43:54 UTC 2026","passed","Wed May 13 04:44:03 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3370","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Wed May 13 04:43:10 UTC 2026","passed","Wed May 13 04:43:13 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1387","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Wed May 13 04:38:26 UTC 2026","passed","Wed May 13 04:38:27 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","9101","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Wed May 13 04:42:55 UTC 2026","passed","Wed May 13 04:43:04 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","3737","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Wed May 13 04:43:16 UTC 2026","passed","Wed May 13 04:43:20 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1851","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Wed May 13 04:59:19 UTC 2026","passed","Wed May 13 04:59:21 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","4359","TC-REG-001: Should register a new user account successfully","firefox","Wed May 13 04:59:21 UTC 2026","passed","Wed May 13 04:59:25 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1571","TC-REG-002: Should show error when registering with an existing email","chromium","Wed May 13 04:38:31 UTC 2026","passed","Wed May 13 04:38:33 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","3934","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Wed May 13 04:38:19 UTC 2026","passed","Wed May 13 04:38:23 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","6032","TC-REG-002: Should show error when registering with an existing email","webkit","Wed May 13 04:43:26 UTC 2026","passed","Wed May 13 04:43:32 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1415","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Wed May 13 04:59:18 UTC 2026","passed","Wed May 13 04:59:19 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","6321","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Wed May 13 04:59:08 UTC 2026","passed","Wed May 13 04:59:14 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","11648","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Wed May 13 04:54:03 UTC 2026","passed","Wed May 13 04:54:14 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2230","TC-REG-002: Should show error when registering with an existing email","firefox","Wed May 13 04:59:25 UTC 2026","passed","Wed May 13 04:59:28 UTC 2026","User Registration","register/register.spec.ts","",""
