"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","3095","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Sun Apr 19 03:15:04 UTC 2026","passed","Sun Apr 19 03:15:07 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","9483","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Sun Apr 19 03:14:42 UTC 2026","passed","Sun Apr 19 03:14:52 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","5212","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Sun Apr 19 03:14:58 UTC 2026","passed","Sun Apr 19 03:15:03 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","5496","TC-REG-001: Should register a new user account successfully","chromium","Sun Apr 19 03:14:52 UTC 2026","passed","Sun Apr 19 03:14:58 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","4459","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Sun Apr 19 03:14:43 UTC 2026","passed","Sun Apr 19 03:14:47 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","7117","TC-REG-001: Should register a new user account successfully","webkit","Sun Apr 19 03:15:10 UTC 2026","passed","Sun Apr 19 03:15:17 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2156","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Sun Apr 19 03:15:07 UTC 2026","passed","Sun Apr 19 03:15:09 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","7756","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Sun Apr 19 03:14:31 UTC 2026","passed","Sun Apr 19 03:14:39 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","14558","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Sun Apr 19 03:15:00 UTC 2026","passed","Sun Apr 19 03:15:14 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1496","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Sun Apr 19 03:14:51 UTC 2026","passed","Sun Apr 19 03:14:53 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2030","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Sun Apr 19 03:14:48 UTC 2026","passed","Sun Apr 19 03:14:50 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","4942","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Sun Apr 19 03:14:32 UTC 2026","passed","Sun Apr 19 03:14:37 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5851","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Sun Apr 19 03:14:52 UTC 2026","passed","Sun Apr 19 03:14:58 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
