"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1600","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Mon Apr 20 04:15:56 UTC 2026","passed","Mon Apr 20 04:15:58 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1268","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Mon Apr 20 04:15:57 UTC 2026","passed","Mon Apr 20 04:15:58 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","4998","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Mon Apr 20 04:15:43 UTC 2026","passed","Mon Apr 20 04:15:48 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6183","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Mon Apr 20 04:16:03 UTC 2026","passed","Mon Apr 20 04:16:09 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"","3278","Authenticate: Login with test account from .env","setup","Mon Apr 20 04:15:54 UTC 2026","passed","Mon Apr 20 04:15:57 UTC 2026","","auth/auth.setup.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2103","TC-REG-002: Should show error when registering with an existing email","webkit","Mon Apr 20 04:16:25 UTC 2026","passed","Mon Apr 20 04:16:27 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4770","TC-CART-002: Cart should still contain products after navigating directly to cart","firefox","Mon Apr 20 04:15:48 UTC 2026","passed","Mon Apr 20 04:15:53 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2478","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Mon Apr 20 04:16:14 UTC 2026","passed","Mon Apr 20 04:16:17 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8542","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Mon Apr 20 04:16:33 UTC 2026","passed","Mon Apr 20 04:16:41 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3029","TC-REG-001: Should register a new user account successfully","chromium","Mon Apr 20 04:16:00 UTC 2026","passed","Mon Apr 20 04:16:03 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1533","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Mon Apr 20 04:15:58 UTC 2026","passed","Mon Apr 20 04:16:00 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2248","TC-REG-002: Should show error when registering with an existing email","firefox","Mon Apr 20 04:16:04 UTC 2026","passed","Mon Apr 20 04:16:06 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2841","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Mon Apr 20 04:15:53 UTC 2026","passed","Mon Apr 20 04:15:56 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2167","TC-REG-002: Should show error when registering with an existing email","chromium","Mon Apr 20 04:16:03 UTC 2026","passed","Mon Apr 20 04:16:05 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2031","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Mon Apr 20 04:16:17 UTC 2026","passed","Mon Apr 20 04:16:19 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","4301","TC-REG-001: Should register a new user account successfully","firefox","Mon Apr 20 04:15:59 UTC 2026","passed","Mon Apr 20 04:16:04 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","7821","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Mon Apr 20 04:16:04 UTC 2026","passed","Mon Apr 20 04:16:12 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1401","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Mon Apr 20 04:15:58 UTC 2026","passed","Mon Apr 20 04:15:59 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4341","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Mon Apr 20 04:16:10 UTC 2026","passed","Mon Apr 20 04:16:14 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4401","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Mon Apr 20 04:15:49 UTC 2026","passed","Mon Apr 20 04:15:53 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3696","TC-REG-001: Should register a new user account successfully","webkit","Mon Apr 20 04:16:21 UTC 2026","passed","Mon Apr 20 04:16:25 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","3981","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Mon Apr 20 04:15:43 UTC 2026","passed","Mon Apr 20 04:15:47 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8530","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Mon Apr 20 04:15:56 UTC 2026","passed","Mon Apr 20 04:16:05 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2929","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Mon Apr 20 04:15:53 UTC 2026","passed","Mon Apr 20 04:15:56 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1584","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Mon Apr 20 04:16:19 UTC 2026","passed","Mon Apr 20 04:16:21 UTC 2026","User Login","login/login.spec.ts","",""
