"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","7594","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Wed Apr 29 04:24:41 UTC 2026","passed","Wed Apr 29 04:24:49 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","6420","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Wed Apr 29 04:24:28 UTC 2026","passed","Wed Apr 29 04:24:34 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","3691","TC-REG-002: Should show error when registering with an existing email","chromium","Wed Apr 29 04:25:30 UTC 2026","passed","Wed Apr 29 04:25:34 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","4822","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Wed Apr 29 04:25:09 UTC 2026","passed","Wed Apr 29 04:25:14 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","6585","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Wed Apr 29 04:25:23 UTC 2026","passed","Wed Apr 29 04:25:29 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","13105","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Wed Apr 29 04:25:05 UTC 2026","passed","Wed Apr 29 04:25:18 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","10371","TC-REG-001: Should register a new user account successfully","chromium","Wed Apr 29 04:25:19 UTC 2026","passed","Wed Apr 29 04:25:29 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2808","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Wed Apr 29 04:25:30 UTC 2026","passed","Wed Apr 29 04:25:33 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2173","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Wed Apr 29 04:25:33 UTC 2026","passed","Wed Apr 29 04:25:35 UTC 2026","User Login","login/login.spec.ts","",""
"","5221","Authenticate: Login with test account from .env","setup","Wed Apr 29 04:25:20 UTC 2026","passed","Wed Apr 29 04:25:25 UTC 2026","","auth/auth.setup.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","11126","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Wed Apr 29 04:25:26 UTC 2026","passed","Wed Apr 29 04:25:37 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1441","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Wed Apr 29 04:25:15 UTC 2026","passed","Wed Apr 29 04:25:17 UTC 2026","User Login","login/login.spec.ts","",""
