"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","11120","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Sat Apr 18 10:42:22 UTC 2026","passed","Sat Apr 18 10:42:33 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1313","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Sat Apr 18 10:42:00 UTC 2026","passed","Sat Apr 18 10:42:02 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2977","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Sat Apr 18 10:42:07 UTC 2026","passed","Sat Apr 18 10:42:10 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1394","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Sat Apr 18 10:42:02 UTC 2026","passed","Sat Apr 18 10:42:03 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1850","TC-REG-002: Should show error when registering with an existing email","firefox","Sat Apr 18 10:42:07 UTC 2026","passed","Sat Apr 18 10:42:09 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","4619","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Sat Apr 18 10:41:48 UTC 2026","passed","Sat Apr 18 10:41:52 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3561","TC-REG-001: Should register a new user account successfully","firefox","Sat Apr 18 10:42:03 UTC 2026","passed","Sat Apr 18 10:42:07 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2717","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Sat Apr 18 10:42:01 UTC 2026","passed","Sat Apr 18 10:42:04 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","6765","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Sat Apr 18 10:42:02 UTC 2026","passed","Sat Apr 18 10:42:08 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2452","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Sat Apr 18 10:42:11 UTC 2026","passed","Sat Apr 18 10:42:13 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3578","TC-REG-001: Should register a new user account successfully","chromium","Sat Apr 18 10:42:09 UTC 2026","passed","Sat Apr 18 10:42:12 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","7765","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Sat Apr 18 10:41:53 UTC 2026","passed","Sat Apr 18 10:42:01 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1951","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Sat Apr 18 10:42:13 UTC 2026","passed","Sat Apr 18 10:42:15 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8883","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Sat Apr 18 10:41:56 UTC 2026","passed","Sat Apr 18 10:42:05 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1469","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Sat Apr 18 10:42:05 UTC 2026","passed","Sat Apr 18 10:42:06 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2487","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Sat Apr 18 10:41:57 UTC 2026","passed","Sat Apr 18 10:42:00 UTC 2026","User Login","login/login.spec.ts","",""
"","2976","Authenticate: Login with test account from .env","setup","Sat Apr 18 10:41:59 UTC 2026","passed","Sat Apr 18 10:42:02 UTC 2026","","auth/auth.setup.ts","",""
