"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1480","TC-LOGIN-003: Should show error when logging in with non-existent email","chromium","Tue May 12 04:31:30 UTC 2026","passed","Tue May 12 04:31:32 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1782","TC-LOGIN-002: Should show error when logging in with incorrect password","firefox","Tue May 12 04:31:28 UTC 2026","passed","Tue May 12 04:31:30 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2054","TC-REG-002: Should show error when registering with an existing email","firefox","Tue May 12 04:31:39 UTC 2026","passed","Tue May 12 04:31:41 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","6423","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Tue May 12 04:31:21 UTC 2026","passed","Tue May 12 04:31:27 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","5873","TC-CART-001: Should add 2 products to cart and verify their details","chromium","Tue May 12 04:31:10 UTC 2026","passed","Tue May 12 04:31:16 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8020","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Tue May 12 04:31:13 UTC 2026","passed","Tue May 12 04:31:21 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","3176","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Tue May 12 04:32:16 UTC 2026","passed","Tue May 12 04:32:19 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","6317","TC-REG-001: Should register a new user account successfully","chromium","Tue May 12 04:31:32 UTC 2026","passed","Tue May 12 04:31:39 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","4654","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Tue May 12 04:31:22 UTC 2026","passed","Tue May 12 04:31:27 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","3516","TC-REG-002: Should show error when registering with an existing email","webkit","Tue May 12 04:32:29 UTC 2026","passed","Tue May 12 04:32:33 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2453","TC-REG-002: Should show error when registering with an existing email","chromium","Tue May 12 04:31:39 UTC 2026","passed","Tue May 12 04:31:41 UTC 2026","User Registration","register/register.spec.ts","",""
"","4866","Authenticate: Login with test account from .env","setup","Tue May 12 04:31:30 UTC 2026","passed","Tue May 12 04:31:35 UTC 2026","","auth/auth.setup.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","9519","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Tue May 12 04:31:57 UTC 2026","passed","Tue May 12 04:32:06 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","6645","TC-REG-001: Should register a new user account successfully","firefox","Tue May 12 04:31:32 UTC 2026","passed","Tue May 12 04:31:39 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","7575","TC-CART-001: Should add 2 products to cart and verify their details","webkit","Tue May 12 04:31:49 UTC 2026","passed","Tue May 12 04:31:56 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","9272","TC-REG-001: Should register a new user account successfully","webkit","Tue May 12 04:32:20 UTC 2026","passed","Tue May 12 04:32:29 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","3354","TC-LOGIN-002: Should show error when logging in with incorrect password","webkit","Tue May 12 04:32:13 UTC 2026","passed","Tue May 12 04:32:16 UTC 2026","User Login","login/login.spec.ts","",""
