"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","7747","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Tue Apr 21 03:59:44 UTC 2026","passed","Tue Apr 21 03:59:52 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","2151","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Tue Apr 21 03:59:48 UTC 2026","passed","Tue Apr 21 03:59:50 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8363","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Tue Apr 21 03:59:59 UTC 2026","passed","Tue Apr 21 04:00:07 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2572","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Tue Apr 21 03:59:49 UTC 2026","passed","Tue Apr 21 03:59:52 UTC 2026","User Login","login/login.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","13809","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Tue Apr 21 03:59:52 UTC 2026","passed","Tue Apr 21 04:00:06 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","6524","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Tue Apr 21 03:59:38 UTC 2026","passed","Tue Apr 21 03:59:45 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","6387","TC-REG-001: Should register a new user account successfully","webkit","Tue Apr 21 04:00:21 UTC 2026","passed","Tue Apr 21 04:00:27 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","3625","TC-REG-002: Should show error when registering with an existing email","webkit","Tue Apr 21 04:00:27 UTC 2026","passed","Tue Apr 21 04:00:31 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","3307","TC-REG-002: Should show error when registering with an existing email","chromium","Tue Apr 21 03:59:58 UTC 2026","passed","Tue Apr 21 04:00:01 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2172","TC-REG-002: Should show error when registering with an existing email","firefox","Tue Apr 21 04:00:00 UTC 2026","passed","Tue Apr 21 04:00:02 UTC 2026","User Registration","register/register.spec.ts","",""
