"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","4527","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Mon May 18 05:02:14 UTC 2026","passed","Mon May 18 05:02:18 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","1287","TC-LOGIN-003: Should show error when logging in with non-existent email","firefox","Mon May 18 05:01:48 UTC 2026","passed","Mon May 18 05:01:49 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2049","TC-REG-002: Should show error when registering with an existing email","chromium","Mon May 18 05:01:53 UTC 2026","passed","Mon May 18 05:01:55 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","17523","TC-CHECKOUT-001: Should complete full checkout flow successfully","webkit:auth","Mon May 18 05:01:41 UTC 2026","passed","Mon May 18 05:01:59 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","2722","TC-REG-002: Should show error when registering with an existing email","webkit","Mon May 18 05:02:29 UTC 2026","passed","Mon May 18 05:02:32 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","6593","TC-CHECKOUT-001: Should complete full checkout flow successfully","chromium:auth","Mon May 18 05:01:23 UTC 2026","passed","Mon May 18 05:01:29 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2453","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Mon May 18 05:01:42 UTC 2026","passed","Mon May 18 05:01:45 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that two specific products can be added to the cart by name and that their name, price, and quantity are correct in the cart view.","4758","TC-CART-001: Should add 2 products to cart and verify their details","firefox","Mon May 18 05:01:34 UTC 2026","passed","Mon May 18 05:01:39 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","2324","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Mon May 18 05:01:44 UTC 2026","passed","Mon May 18 05:01:46 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3739","TC-REG-001: Should register a new user account successfully","chromium","Mon May 18 05:01:49 UTC 2026","passed","Mon May 18 05:01:53 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3847","TC-REG-001: Should register a new user account successfully","firefox","Mon May 18 05:01:49 UTC 2026","passed","Mon May 18 05:01:53 UTC 2026","User Registration","register/register.spec.ts","",""
"Full end-to-end checkout flow: authenticated user adds two products by name, proceeds to checkout, verifies delivery address, places an order, pays with a test card, and confirms ""Order Placed!"" on the final page.","8979","TC-CHECKOUT-001: Should complete full checkout flow successfully","firefox:auth","Mon May 18 05:01:33 UTC 2026","passed","Mon May 18 05:01:42 UTC 2026","Checkout Flow: Buy Clothes","checkout/checkout.spec.ts","",""
