"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3228","TC-LOGIN-001: Should login successfully with the newly registered account","firefox","Wed Apr 22 03:56:25 UTC 2026","passed","Wed Apr 22 03:56:28 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3183","TC-LOGIN-001: Should login successfully with the newly registered account","chromium","Wed Apr 22 03:56:15 UTC 2026","passed","Wed Apr 22 03:56:18 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies successful login with a freshly registered account: correct redirect, username in navbar, and successful logout.","3622","TC-LOGIN-001: Should login successfully with the newly registered account","webkit","Wed Apr 22 04:09:43 UTC 2026","passed","Wed Apr 22 04:09:47 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies the full end-to-end user registration flow: signup form → account created confirmation → logged-in state → logout.","3637","TC-REG-001: Should register a new user account successfully","chromium","Wed Apr 22 03:56:22 UTC 2026","passed","Wed Apr 22 03:56:25 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","1586","TC-REG-002: Should show error when registering with an existing email","chromium","Wed Apr 22 03:56:26 UTC 2026","passed","Wed Apr 22 03:56:27 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that logging in with a non-existent email address displays the appropriate error message.","2978","TC-LOGIN-003: Should show error when logging in with non-existent email","webkit","Wed Apr 22 04:09:50 UTC 2026","passed","Wed Apr 22 04:09:53 UTC 2026","User Login","login/login.spec.ts","",""
"Verifies that attempting to sign up with an already-registered email displays the ""Email Address already exist!"" error.","3289","TC-REG-002: Should show error when registering with an existing email","webkit","Wed Apr 22 04:09:59 UTC 2026","passed","Wed Apr 22 04:10:03 UTC 2026","User Registration","register/register.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","4378","TC-CART-002: Cart should still contain products after navigating directly to cart","chromium","Wed Apr 22 03:56:11 UTC 2026","passed","Wed Apr 22 03:56:15 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that products added to the cart are still present when navigating directly to /view_cart without using the modal.","5402","TC-CART-002: Cart should still contain products after navigating directly to cart","webkit","Wed Apr 22 04:09:38 UTC 2026","passed","Wed Apr 22 04:09:43 UTC 2026","Add Product To Cart","cart/cart.spec.ts","",""
"Verifies that logging in with a correct email but wrong password displays the appropriate error message and keeps the user on /login.","1474","TC-LOGIN-002: Should show error when logging in with incorrect password","chromium","Wed Apr 22 03:56:19 UTC 2026","passed","Wed Apr 22 03:56:20 UTC 2026","User Login","login/login.spec.ts","",""
